index,statefips,countyfips,avghouseholdsize,geography
2881,49,53,2.99,"Washington County, Utah"
2882,49,55,2.74,"Wayne County, Utah"
2883,49,57,2.94,"Weber County, Utah"
2884,51,1,2.29,"Accomack County, Virginia"
2885,51,3,2.45,"Albemarle County, Virginia"
2886,51,5,2.33,"Alleghany County, Virginia"
2887,51,7,2.68,"Amelia County, Virginia"
2888,51,9,2.48,"Amherst County, Virginia"
2889,51,11,2.55,"Appomattox County, Virginia"
2890,51,13,2.24,"Arlington County, Virginia"
2891,51,15,2.5,"Augusta County, Virginia"
2892,51,17,2.1,"Bath County, Virginia"
2893,51,19,2.48,"Bedford County, Virginia"
2894,51,21,2.19,"Bland County, Virginia"
2895,51,23,2.55,"Botetourt County, Virginia"
2896,51,25,2.51,"Brunswick County, Virginia"
2897,51,27,2.37,"Buchanan County, Virginia"
2898,51,29,2.68,"Buckingham County, Virginia"
2899,51,31,2.5,"Campbell County, Virginia"
2900,51,33,2.48,"Caroline County, Virginia"
2901,51,35,2.37,"Carroll County, Virginia"
2902,51,36,2.47,"Charles City County, Virginia"
2903,51,37,2.57,"Charlotte County, Virginia"
2904,51,41,2.78,"Chesterfield County, Virginia"
2905,51,43,2.55,"Clarke County, Virginia"
2906,51,45,2.35,"Craig County, Virginia"
2907,51,47,2.83,"Culpeper County, Virginia"
2908,51,49,2.45,"Cumberland County, Virginia"
2909,51,51,2.43,"Dickenson County, Virginia"
2910,51,53,2.74,"Dinwiddie County, Virginia"
2911,51,57,2.53,"Essex County, Virginia"
2912,51,59,2.85,"Fairfax County, Virginia"
2913,51,61,2.84,"Fauquier County, Virginia"
2914,51,63,2.46,"Floyd County, Virginia"
2915,51,65,2.5,"Fluvanna County, Virginia"
2916,51,67,2.36,"Franklin County, Virginia"
2917,51,69,2.72,"Frederick County, Virginia"
2918,51,71,2.32,"Giles County, Virginia"
2919,51,73,2.57,"Gloucester County, Virginia"
2920,51,75,2.5,"Goochland County, Virginia"
2921,51,77,2.24,"Grayson County, Virginia"
2922,51,79,2.64,"Greene County, Virginia"
2923,51,81,2.17,"Greensville County, Virginia"
2924,51,83,2.43,"Halifax County, Virginia"
2925,51,85,2.65,"Hanover County, Virginia"
2926,51,87,2.54,"Henrico County, Virginia"
2927,51,89,2.32,"Henry County, Virginia"
2928,51,91,2.1,"Highland County, Virginia"
2929,51,93,2.57,"Isle of Wight County, Virginia"
2930,51,95,2.49,"James City County, Virginia"
2931,51,97,2.46,"King and Queen County, Virginia"
2932,51,99,2.96,"King George County, Virginia"
2933,51,101,2.66,"King William County, Virginia"
2934,51,103,2.13,"Lancaster County, Virginia"
2935,51,105,2.52,"Lee County, Virginia"
2936,51,107,3.08,"Loudoun County, Virginia"
2937,51,109,2.64,"Louisa County, Virginia"
2938,51,111,2.48,"Lunenburg County, Virginia"
2939,51,113,2.58,"Madison County, Virginia"
2940,51,115,2.3,"Mathews County, Virginia"
2941,51,117,2.41,"Mecklenburg County, Virginia"
2942,51,119,2.38,"Middlesex County, Virginia"
2943,51,121,2.48,"Montgomery County, Virginia"
2944,51,125,2.33,"Nelson County, Virginia"
2945,51,127,2.61,"New Kent County, Virginia"
2946,51,131,2.26,"Northampton County, Virginia"
2947,51,133,2.1,"Northumberland County, Virginia"
2948,51,135,2.54,"Nottoway County, Virginia"
2949,51,137,2.66,"Orange County, Virginia"
2950,51,139,2.52,"Page County, Virginia"
2951,51,141,2.31,"Patrick County, Virginia"
2952,51,143,2.36,"Pittsylvania County, Virginia"
2953,51,145,2.63,"Powhatan County, Virginia"
2954,51,147,2.49,"Prince Edward County, Virginia"
2955,51,149,3.03,"Prince George County, Virginia"
2956,51,153,3.17,"Prince William County, Virginia"
2957,51,155,2.3,"Pulaski County, Virginia"
2958,51,157,2.26,"Rappahannock County, Virginia"
2959,51,159,2.47,"Richmond County, Virginia"
2960,51,161,2.4,"Roanoke County, Virginia"
2961,51,163,2.39,"Rockbridge County, Virginia"
2962,51,165,2.57,"Rockingham County, Virginia"
2963,51,167,2.51,"Russell County, Virginia"
2964,51,169,2.34,"Scott County, Virginia"
2965,51,171,2.47,"Shenandoah County, Virginia"
2966,51,173,2.43,"Smyth County, Virginia"
2967,51,175,2.53,"Southampton County, Virginia"
2968,51,177,2.97,"Spotsylvania County, Virginia"
2969,51,179,3.08,"Stafford County, Virginia"
2970,51,181,2.56,"Surry County, Virginia"
2971,51,183,2.08,"Sussex County, Virginia"
2972,51,185,2.38,"Tazewell County, Virginia"
2973,51,187,2.62,"Warren County, Virginia"
2974,51,191,2.35,"Washington County, Virginia"
2975,51,193,2.51,"Westmoreland County, Virginia"
2976,51,195,2.46,"Wise County, Virginia"
2977,51,197,2.44,"Wythe County, Virginia"
2978,51,199,2.73,"York County, Virginia"
2979,51,510,2.21,"Alexandria city, Virginia"
2980,51,520,2.22,"Bristol city, Virginia"
2981,51,530,2.26,"Buena Vista city, Virginia"
2982,51,540,2.39,"Charlottesville city, Virginia"
2983,51,550,2.75,"Chesapeake city, Virginia"
2984,51,570,2.44,"Colonial Heights city, Virginia"
2985,51,580,2.28,"Covington city, Virginia"
2986,51,590,2.2,"Danville city, Virginia"
2987,51,595,2.21,"Emporia city, Virginia"
2988,51,600,2.7,"Fairfax city, Virginia"
2989,51,610,2.57,"Falls Church city, Virginia"
2990,51,620,2.41,"Franklin city, Virginia"
2991,51,630,2.46,"Fredericksburg city, Virginia"
2992,51,640,2.19,"Galax city, Virginia"
2993,51,650,2.51,"Hampton city, Virginia"
2994,51,660,2.69,"Harrisonburg city, Virginia"
2995,51,670,2.53,"Hopewell city, Virginia"
2996,51,678,2.04,"Lexington city, Virginia"
2997,51,680,2.37,"Lynchburg city, Virginia"
2998,51,683,3.27,"Manassas city, Virginia"
2999,51,685,3.31,"Manassas Park city, Virginia"
3000,51,690,2.26,"Martinsville city, Virginia"
3001,51,700,2.5,"Newport News city, Virginia"
3002,51,710,2.53,"Norfolk city, Virginia"
3003,51,720,2.21,"Norton city, Virginia"
3004,51,730,2.44,"Petersburg city, Virginia"
3005,51,735,2.59,"Poquoson city, Virginia"
3006,51,740,2.54,"Portsmouth city, Virginia"
3007,51,750,2.57,"Radford city, Virginia"
3008,51,760,2.33,"Richmond city, Virginia"
3009,51,770,2.29,"Roanoke city, Virginia"
3010,51,775,2.29,"Salem city, Virginia"
3011,51,790,2.21,"Staunton city, Virginia"
3012,51,800,2.75,"Suffolk city, Virginia"
3013,51,810,2.63,"Virginia Beach city, Virginia"
3014,51,820,2.32,"Waynesboro city, Virginia"
3015,51,830,2.37,"Williamsburg city, Virginia"
3016,51,840,2.47,"Winchester city, Virginia"
3017,50,1,2.38,"Addison County, Vermont"
3018,50,3,2.25,"Bennington County, Vermont"
3019,50,5,2.43,"Caledonia County, Vermont"
3020,50,7,2.36,"Chittenden County, Vermont"
3021,50,9,2.29,"Essex County, Vermont"
3022,50,11,2.57,"Franklin County, Vermont"
3023,50,13,2.34,"Grand Isle County, Vermont"
3024,50,15,2.39,"Lamoille County, Vermont"
3025,50,17,2.32,"Orange County, Vermont"
3026,50,19,2.35,"Orleans County, Vermont"
3027,50,21,2.29,"Rutland County, Vermont"
3028,50,23,2.32,"Washington County, Vermont"
3029,50,25,2.21,"Windham County, Vermont"
3030,50,27,2.25,"Windsor County, Vermont"
3031,53,1,3.24,"Adams County, Washington"
3032,53,3,2.34,"Asotin County, Washington"
3033,53,5,2.72,"Benton County, Washington"
3034,53,7,2.7,"Chelan County, Washington"
3035,53,9,2.27,"Clallam County, Washington"
3036,53,11,2.71,"Clark County, Washington"
3037,53,13,2.31,"Columbia County, Washington"
3038,53,15,2.54,"Cowlitz County, Washington"
3039,53,17,2.76,"Douglas County, Washington"
3040,53,19,2.39,"Ferry County, Washington"
3041,53,21,3.4,"Franklin County, Washington"
3042,53,23,2.3,"Garfield County, Washington"
3043,53,25,3.0,"Grant County, Washington"
3044,53,27,2.51,"Grays Harbor County, Washington"
3045,53,29,2.33,"Island County, Washington"
3046,53,31,2.18,"Jefferson County, Washington"
3047,53,33,2.45,"King County, Washington"
3048,53,35,2.54,"Kitsap County, Washington"
3049,53,37,2.34,"Kittitas County, Washington"
3050,53,39,2.62,"Klickitat County, Washington"
3051,53,41,2.52,"Lewis County, Washington"
3052,53,43,2.34,"Lincoln County, Washington"
3053,53,45,2.58,"Mason County, Washington"
3054,53,47,2.42,"Okanogan County, Washington"
3055,53,49,2.24,"Pacific County, Washington"
3056,53,51,2.38,"Pend Oreille County, Washington"
3057,53,53,2.65,"Pierce County, Washington"
3058,53,55,2.04,"San Juan County, Washington"
3059,53,57,2.56,"Skagit County, Washington"
3060,53,59,2.49,"Skamania County, Washington"
3061,53,61,2.68,"Snohomish County, Washington"
3062,53,63,2.45,"Spokane County, Washington"
3063,53,65,2.44,"Stevens County, Washington"
3064,53,67,2.52,"Thurston County, Washington"
3065,53,69,2.31,"Wahkiakum County, Washington"
3066,53,71,2.5,"Walla Walla County, Washington"
3067,53,73,2.53,"Whatcom County, Washington"
3068,53,75,2.31,"Whitman County, Washington"
3069,53,77,3.05,"Yakima County, Washington"
3070,55,1,2.47,"Adams County, Wisconsin"
3071,55,3,2.29,"Ashland County, Wisconsin"
3072,55,5,2.35,"Barron County, Wisconsin"
3073,55,7,2.16,"Bayfield County, Wisconsin"
3074,55,9,2.46,"Brown County, Wisconsin"
3075,55,11,2.29,"Buffalo County, Wisconsin"
3076,55,13,2.08,"Burnett County, Wisconsin"
3077,55,15,2.66,"Calumet County, Wisconsin"
3078,55,17,2.44,"Chippewa County, Wisconsin"
3079,55,19,2.65,"Clark County, Wisconsin"
3080,55,21,2.44,"Columbia County, Wisconsin"
3081,55,23,2.38,"Crawford County, Wisconsin"
3082,55,25,2.35,"Dane County, Wisconsin"
3083,55,27,2.51,"Dodge County, Wisconsin"
3084,55,29,2.11,"Door County, Wisconsin"
3085,55,31,2.28,"Douglas County, Wisconsin"
3086,55,33,2.48,"Dunn County, Wisconsin"
3087,55,35,2.43,"Eau Claire County, Wisconsin"
3088,55,37,2.32,"Florence County, Wisconsin"
3089,55,39,2.4,"Fond du Lac County, Wisconsin"
3090,55,41,2.33,"Forest County, Wisconsin"
3091,55,43,2.44,"Grant County, Wisconsin"
3092,55,45,2.47,"Green County, Wisconsin"
3093,55,47,2.36,"Green Lake County, Wisconsin"
3094,55,49,2.43,"Iowa County, Wisconsin"
3095,55,51,1.99,"Iron County, Wisconsin"
3096,55,53,2.42,"Jackson County, Wisconsin"
3097,55,55,2.49,"Jefferson County, Wisconsin"
3098,55,57,2.48,"Juneau County, Wisconsin"
3099,55,59,2.62,"Kenosha County, Wisconsin"
3100,55,61,2.49,"Kewaunee County, Wisconsin"
3101,55,63,2.41,"La Crosse County, Wisconsin"
3102,55,65,2.51,"Lafayette County, Wisconsin"
3103,55,67,2.21,"Langlade County, Wisconsin"
3104,55,69,2.22,"Lincoln County, Wisconsin"
3105,55,71,2.34,"Manitowoc County, Wisconsin"
3106,55,73,2.48,"Marathon County, Wisconsin"
3107,55,75,2.2,"Marinette County, Wisconsin"
3108,55,77,2.36,"Marquette County, Wisconsin"
3109,55,78,3.48,"Menominee County, Wisconsin"
3110,55,79,2.44,"Milwaukee County, Wisconsin"
3111,55,81,2.49,"Monroe County, Wisconsin"
3112,55,83,2.4,"Oconto County, Wisconsin"
3113,55,85,2.33,"Oneida County, Wisconsin"
3114,55,87,2.51,"Outagamie County, Wisconsin"
3115,55,89,2.5,"Ozaukee County, Wisconsin"
3116,55,91,2.45,"Pepin County, Wisconsin"
3117,55,93,2.51,"Pierce County, Wisconsin"
3118,55,95,2.39,"Polk County, Wisconsin"
3119,55,97,2.41,"Portage County, Wisconsin"
3120,55,99,2.03,"Price County, Wisconsin"
3121,55,101,2.53,"Racine County, Wisconsin"
3122,55,103,2.29,"Richland County, Wisconsin"
3123,55,105,2.47,"Rock County, Wisconsin"
3124,55,107,2.27,"Rusk County, Wisconsin"
3125,55,109,2.63,"St. Croix County, Wisconsin"
3126,55,111,2.45,"Sauk County, Wisconsin"
3127,55,113,2.19,"Sawyer County, Wisconsin"
3128,55,115,2.41,"Shawano County, Wisconsin"
3129,55,117,2.4,"Sheboygan County, Wisconsin"
3130,55,119,2.32,"Taylor County, Wisconsin"
3131,55,121,2.45,"Trempealeau County, Wisconsin"
3132,55,123,2.54,"Vernon County, Wisconsin"
3133,55,125,1.99,"Vilas County, Wisconsin"
3134,55,127,2.53,"Walworth County, Wisconsin"
3135,55,129,2.16,"Washburn County, Wisconsin"
3136,55,131,2.49,"Washington County, Wisconsin"
3137,55,133,2.51,"Waukesha County, Wisconsin"
3138,55,135,2.35,"Waupaca County, Wisconsin"
3139,55,137,2.39,"Waushara County, Wisconsin"
3140,55,139,2.33,"Winnebago County, Wisconsin"
3141,55,141,2.3,"Wood County, Wisconsin"
3142,54,1,2.68,"Barbour County, West Virginia"
3143,54,3,2.63,"Berkeley County, West Virginia"
3144,54,5,2.5,"Boone County, West Virginia"
3145,54,7,2.51,"Braxton County, West Virginia"
3146,54,9,2.26,"Brooke County, West Virginia"
3147,54,11,2.32,"Cabell County, West Virginia"
3148,54,13,2.44,"Calhoun County, West Virginia"
3149,54,15,2.62,"Clay County, West Virginia"
3150,54,17,2.85,"Doddridge County, West Virginia"
3151,54,19,2.47,"Fayette County, West Virginia"
3152,54,21,2.4,"Gilmer County, West Virginia"
3153,54,23,2.8,"Grant County, West Virginia"
3154,54,25,2.28,"Greenbrier County, West Virginia"
3155,54,27,2.25,"Hampshire County, West Virginia"
3156,54,29,2.32,"Hancock County, West Virginia"
3157,54,31,2.69,"Hardy County, West Virginia"
3158,54,33,2.48,"Harrison County, West Virginia"
3159,54,35,2.62,"Jackson County, West Virginia"
3160,54,37,2.65,"Jefferson County, West Virginia"
3161,54,39,2.28,"Kanawha County, West Virginia"
3162,54,41,2.48,"Lewis County, West Virginia"
3163,54,43,2.69,"Lincoln County, West Virginia"
3164,54,45,2.5,"Logan County, West Virginia"
3165,54,47,2.39,"McDowell County, West Virginia"
3166,54,49,2.47,"Marion County, West Virginia"
3167,54,51,2.36,"Marshall County, West Virginia"
3168,54,53,2.44,"Mason County, West Virginia"
3169,54,55,2.39,"Mercer County, West Virginia"
3170,54,57,2.4,"Mineral County, West Virginia"
3171,54,59,2.38,"Mingo County, West Virginia"
3172,54,61,2.56,"Monongalia County, West Virginia"
3173,54,63,2.3,"Monroe County, West Virginia"
3174,54,65,2.36,"Morgan County, West Virginia"
3175,54,67,2.39,"Nicholas County, West Virginia"
3176,54,69,2.24,"Ohio County, West Virginia"
3177,54,71,2.35,"Pendleton County, West Virginia"
3178,54,73,2.43,"Pleasants County, West Virginia"
3179,54,75,2.24,"Pocahontas County, West Virginia"
3180,54,77,2.52,"Preston County, West Virginia"
3181,54,79,2.6,"Putnam County, West Virginia"
3182,54,81,2.4,"Raleigh County, West Virginia"
3183,54,83,2.35,"Randolph County, West Virginia"
3184,54,85,2.56,"Ritchie County, West Virginia"
3185,54,87,2.48,"Roane County, West Virginia"
3186,54,89,2.22,"Summers County, West Virginia"
3187,54,91,2.45,"Taylor County, West Virginia"
3188,54,93,2.26,"Tucker County, West Virginia"
3189,54,95,2.48,"Tyler County, West Virginia"
3190,54,97,2.57,"Upshur County, West Virginia"
3191,54,99,2.47,"Wayne County, West Virginia"
3192,54,101,2.28,"Webster County, West Virginia"
3193,54,103,2.46,"Wetzel County, West Virginia"
3194,54,105,2.4,"Wirt County, West Virginia"
3195,54,107,2.37,"Wood County, West Virginia"
3196,54,109,2.48,"Wyoming County, West Virginia"
3197,56,1,2.26,"Albany County, Wyoming"
3198,56,3,2.59,"Big Horn County, Wyoming"
3199,56,5,2.71,"Campbell County, Wyoming"
3200,56,7,2.44,"Carbon County, Wyoming"
3201,56,9,2.47,"Converse County, Wyoming"
3202,56,11,2.43,"Crook County, Wyoming"
3203,56,13,2.61,"Fremont County, Wyoming"
3204,56,15,2.35,"Goshen County, Wyoming"
3205,56,17,2.15,"Hot Springs County, Wyoming"
3206,56,19,2.34,"Johnson County, Wyoming"
3207,56,21,2.51,"Laramie County, Wyoming"
3208,56,23,2.68,"Lincoln County, Wyoming"
3209,56,25,2.44,"Natrona County, Wyoming"
3210,56,27,2.15,"Niobrara County, Wyoming"
3211,56,29,2.38,"Park County, Wyoming"
3212,56,31,2.3,"Platte County, Wyoming"
3213,56,33,2.28,"Sheridan County, Wyoming"
3214,56,35,2.74,"Sublette County, Wyoming"
3215,56,37,2.64,"Sweetwater County, Wyoming"
3216,56,39,2.63,"Teton County, Wyoming"
3217,56,41,2.76,"Uinta County, Wyoming"
3218,56,43,2.34,"Washakie County, Wyoming"
3219,56,45,2.27,"Weston County, Wyoming"
